-1.7	1369.67429337025	1369.87833744239	2.6	530
-1.6	1487.46446564367	1487.65258133184	2.8	420
-1.5	1607.32767298802	1607.49365847972	3	295
-1.4	1728.18715102635	1728.32499300291	3.2	205
-1.3	1848.86690841628	1848.97101401134	3.4	185
-1.2	1968.10857928572	1968.17400809455	3.6	70
-1.1	2084.59161822864	2084.61430363873	3.8	55
-1	2196.95644733861	2196.93339625419	4	25
-0.9	2303.83003253055	2303.75949296752	4.2	25
-0.8	2403.85324709827	2403.7348341459	4.4	10
-0.7	2495.70928036152	2495.5440526166	4.6	0
-0.6	2578.15227404741	2577.94275475925	4.8	5
-0.5	2650.03532344029	2649.78546315613	5	15
-0.4	2710.33696776216	2710.05204809582	5.2	10
-0.3	2758.18531662706	2757.87179772837	5.4	0
-0.2	2792.87901697234	2792.5443341764	5.6	0
-0.1	2813.90435606505	2813.5566738726	5.8	0
0	2820.94791773878	2820.59585155634	6	5
0.1	2813.90435606505	2813.5566738726		
0.2	2792.87901697234	2792.5443341764		
0.3	2758.18531662706	2757.87179772837		
0.4	2710.33696776216	2710.05204809582		
0.5	2650.03532344029	2649.78546315613		
0.6	2578.15227404741	2577.94275475925		
0.7	2495.70928036152	2495.5440526166		
0.8	2403.85324709827	2403.7348341459		
0.9	2303.83003253055	2303.75949296752		
1	2196.95644733861	2196.93339625419		
1.1	2084.59161822864	2084.61430363873		
1.2	1968.10857928572	1968.17400809455		
1.3	1848.86690841628	1848.97101401134		
1.4	1728.18715102635	1728.32499300291		
1.5	1607.32767298802	1607.49365847972		
1.6	1487.46446564367	1487.65258133184		
1.7	1369.67429337025	1369.87833744239		
1.8	1254.92143560091	1255.13523967822		
1.9	1144.04813658796	1144.2657688615		
2	1037.76874355149	1037.98468595164		
2.1	936.667392426119	936.876686481779		
2.2	841.19899448311	841.397352480169		
2.3	751.693189860458	751.877069862752		
2.4	668.360867508848	668.527512647482		
2.5	591.302806118227	591.45025019434		
2.6	520.519966990174	520.647009799593		
2.7	455.924966347558	456.03112317612		
2.8	397.354269193195	397.439699625933		
2.9	344.580676889233	344.646098425782		
3	297.325723059073	297.372315053109		
3.1	255.271643934383	255.300947114738		
3.2	218.072646584863	218.086462920877		
3.3	185.36525843517	185.365555436519		
3.4	156.777601242171	156.766423994451		
3.5	131.937489825376	131.916883215733		
3.6	110.479308330028	110.451251065321		
3.7	92.0496631724023	92.0160143808757		
3.8	76.3118510886195	76.2743095595761		
3.9	62.9492123746017	62.9092878528889		
4	51.6674633852301	51.6264588107483		
4.1	42.1961189368502	42.1551221052606		
4.2	34.2891249995171	34.2490078103487		
4.3	27.7248257559954	27.6862489913022		
4.4	22.3053876622905	22.2688090784502		
4.5	17.855797555045	17.8214809418407		
4.6	14.2225431063134	14.1905658358818		
4.7	11.2720729739824	11.2423293883595		
4.8	8.88912170219436	8.86131942938499		
4.9	6.97497154752718	6.94861744626476		
5	5.44571057588177	5.42008243904706		
5.1	4.23053409419851	4.20463343680188		
5.2	3.2701251243082	3.2426052861292		
5.3	2.51513944788948	2.48420179043187		
5.4	1.92481189963786	1.88806100382543		
5.5	1.46569311773448	1.41993951938828		
5.6	1.11051986051416	1.05151591736406		
5.7	0.837217193670763	0.759308080022959		
5.8	0.628027231301822	0.523694724273329		
5.9	0.46875653919673	0.328028117967048		
6	0.34813262986687	0.157822391633258		

